"osm_id","name","osm_key","osm_value","category","addr:street","addr:housenumber","addr:city","addr:postcode","addr:state","phone","contact:phone","website","contact:website","opening_hours"
"855314419","The Church of Jesus Christ of Latter-day Saints","amenity","place_of_worship","community","Sanders Street","31706","Magnolia","77355","TX",NA,NA,NA,NA,NA
"855314690","Magnolia Bible Church","amenity","place_of_worship","community","Nichols Sawmill Road","31611","Magnolia","77355","TX",NA,NA,NA,NA,NA
"855322307","First Baptist Church","amenity","place_of_worship","community","Farm-to-Market Road 1488","18525","Magnolia","77354",NA,"+1-281-356-8543",NA,"http://www.fbcmagnolia.org/",NA,NA
"855322858","Living Waters Church","amenity","place_of_worship","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"870447235","Saint Mary's Episcopal Church","amenity","place_of_worship","community","North Masonic Street","24","Bellville","77418","TX",NA,NA,"https://www.saintmarysec.org/",NA,NA
"870454203","Christian Faith Church","amenity","place_of_worship","community","South Front Street","620","Bellville","77418","TX",NA,NA,NA,NA,NA
"870454204","Saint Peter and Paul Catholic Church","amenity","place_of_worship","community","South Front Street","936","Bellville","77418","TX","+19798652368",NA,"https://stsppbellvilletx.org/",NA,NA
"875373658","Mt Zion Porter AME Church","amenity","place_of_worship","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"875373821","Friedens Church","amenity","place_of_worship","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"963762567","The Church of Jesus Christ of Latter-day Saints","amenity","place_of_worship","community","Drexel Drive","1928","Katy","77493-1715","TX",NA,NA,"https://maps.churchofjesuschrist.org/meetinghouses/5147263-01-01",NA,NA
"964897256","Calvary West Houston","amenity","place_of_worship","community","Knigge Cemetery Road","12022","Cypress","77429","TX",NA,NA,NA,NA,NA
"1006616776","Northway Church","amenity","place_of_worship","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1006617506","Spirit of Joy","amenity","place_of_worship","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1007482250","Char Dham Hindu Temple","amenity","place_of_worship","community","College Park Drive","8044","The Woodlands","77384","TX",NA,NA,NA,NA,NA
"1012179538","Brenham Church of Christ","amenity","place_of_worship","community","Victory Lane","2800","Brenham","77833","TX","+1-979-836-3271",NA,"https://www.brenhamchurch.com/",NA,NA
"1019229414","Community of Faith","amenity","place_of_worship","community","Becker Road","16124","Hockley","77447","TX",NA,NA,NA,NA,NA
"1019256062","First Metropolitan Church","amenity","place_of_worship","community","West Sam Houston Parkway North","8870","Houston","77040","TX",NA,NA,NA,NA,NA
"1047434215","Our Lady of Czestochowa Polish Roman Catholic Church","amenity","place_of_worship","community","Blalock Road","1731","Houston","77080","TX","+17139731081",NA,"http://polishchurchhouston.com/",NA,NA
"1047436295","Saint Christophers Episcopal Church","amenity","place_of_worship","community","Blalock Road","1656","Houston","77080","TX","+17134656015",NA,"https://stchrishouston.org/",NA,NA
"1061919292","Houston Korean Seventh-Day Adventist Church","amenity","place_of_worship","community","Westview Drive","8393","Houston","77055","TX",NA,NA,NA,NA,NA
"1087551638","HisPlace Family Church","amenity","place_of_worship","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1088904688","Saint Mark Houston","amenity","place_of_worship","community","Hillendahl Boulevard","1515","Houston","77055","TX",NA,NA,NA,NA,NA
"1091756559","Zion Church","amenity","place_of_worship","community",NA,NA,"Tomball",NA,"TX",NA,NA,NA,NA,NA
"1226600161","Iglesia de Cristo Pentecostal Hispana Church","amenity","place_of_worship","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1226600164","Spring Woods Church of Christ","amenity","place_of_worship","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1243926174","Memorial Baptist Church","amenity","place_of_worship","community","Kuykendahl Road","22333","Spring","77379","TX",NA,NA,"https://mbchouston.org",NA,NA
"1255138661","Từ Bi Quán Âm Đạo Tràng","amenity","place_of_worship","community","Mueschke Road","16827","Cypress","77433",NA,"+1 832 657 9147",NA,"https://tubiquanamdaotrang.org",NA,NA
"1265894269","Faith Tabernacle","amenity","place_of_worship","community","FM 2920","9525","Tomball","77375","TX","+1-281-290-0354",NA,"https://faithtabernacletomball.com",NA,NA
"1306256992","Cypress Islamic Center","amenity","place_of_worship","community","Cypress Rosehill Road","16103","Cypress","77429","TX",NA,NA,"https://cypressislamiccenter.org",NA,NA
"1328266102","Greater Wyatt Chapel","amenity","place_of_worship","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1330206771","Houston Texas Temple","amenity","place_of_worship","community",NA,NA,NA,NA,NA,NA,NA,"https://www.churchofjesuschrist.org/temples/details/houston-texas-temple",NA,NA
"1332758597","Shiloh Church","amenity","place_of_worship","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1355989971","The Church of Jesus Christ of Latter-day Saints","amenity","place_of_worship","community","Mason Road","10501","Cypress","77433","TX",NA,NA,NA,NA,NA
"356847874","City Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356847882","City Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356848717","Bellville City Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12345563093","Katy Pointe Park","leisure","park","community","Katy Pointe Boulevard","4410","Katy","77493","Texas",NA,NA,NA,NA,NA
"12557746106","Sheldon Lake Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28720454","Stephen F. Austin State Park","leisure","park","community",NA,NA,NA,NA,NA,"+1-979-885-3613",NA,"https://tpwd.texas.gov/state-parks/stephen-f-austin",NA,NA
"28720455","San Felipe de Austin State Historic Site","leisure","park","community",NA,NA,NA,NA,NA,"+1-979-885-2181",NA,"https://www.thc.texas.gov/historic-sites/san-felipe-de-austin-state-historic-site",NA,"09:00-17:00"
"40162642","Matzke Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49876162","Camp Allen","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100575087","Paul D. Rushing Park & Chain of Lakes","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100575088","Four Seasons Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100575089","Katy City Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116003227","William Goodrich Jones State Forest","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116045645","Sundance Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123420671","Nob Hill Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124962688","Shadowbend Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124964665","Cattail Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124965150","Capstone Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124966059","Copper Sage Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125234268","Mystic Forest Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125388291","Bear Creek Pioneers Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125438025","Maureen and Joe Mulrooney Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125823184","Haden Park","leisure","park","community","Witte Road","1304",NA,NA,NA,NA,NA,NA,NA,NA
"126568601","Binglewood Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128338039","Carolyn Wolff Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137273705","Shadow Lake Marsh Experience","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148326045","Willowlake Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173773770","Creekwood Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174855593","Water Haven Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189841900","Burroughs Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189842548","Samuel Mathews Park","leisure","park","community",NA,NA,"Tomball",NA,"TX",NA,NA,NA,NA,NA
"189850786","Spring Creek Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189855574","Dyess Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189876286","Little Cypress Creek Preserve","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189890302","Meyer Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189891807","Collins Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189916933","Independence Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189917369","Pitner Pocket Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189921703","Bauer Pocket Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189921710","Spring Branch Pocket Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189921815","Gessner Pocket Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190509177","Beverly Kaufman Dog Park - small dog area","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190509178","Beverly Kaufman Dog Park - large dog area","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190511846","Bud Hadfield Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190512674","Cypress Top","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190516411","Eagle Ranch West Pocket Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190516738","East Shadowlake Pocket Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190521121","Fry Road Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190599141","Hockley Recreational Complex","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190604565","Kleb Woods Nature Preserve","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190605141","Beckendorff Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190608005","Marrs-Satsuma Pocket Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190608797","Mary Jo Peckham Park for All Children","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190614493","Katy Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190614496","Mason Creek Hike and Bike Trail","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190624900","Mayde Creek Hike and Bike Trail","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190634542","Moritz Pech Family Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190636818","New Kentucky Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190956299","Regency Green Pocket Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190957668","Saums Pocket Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191002373","Telge Park","leisure","park","community","Pleasant Grove Road","12400","Cypress","77429","TX",NA,NA,NA,NA,NA
"191005259","Thomas A. Glazier Pocket Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191983781","Artist Grove Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192850087","Pipers Green Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199276999","Jagged Ridge Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201308527","Pachyderm Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201308530","Summer Storm Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201515695","Schwartz Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203301341","Hearthstone Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209808381","Jurgens Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209808382","Matheson Park","leisure","park","community",NA,NA,"Tomball",NA,"TX",NA,NA,NA,NA,NA
"213207679","Spring Klein Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218902308","Campbell Woods Park","leisure","park","community","Crestdale Drive","2315","Houston","77080","TX",NA,NA,NA,NA,NA
"220540501","Pondera Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220550563","Liberty Square","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220550565","Rockwell Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267306113","Southdown Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267418449","Copperfield Community Center","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292112711","Fairfield Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297192342","Spincaster Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306342056","Unity Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306342057","Sullivan Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316732478","Winchester Trail Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335069204","Carverdale Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342414369","Margaret Chesley Memorial Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346068688","Hidden View Pond Park","leisure","park","community","South Hidden View Circle","51",NA,"77381",NA,NA,NA,NA,NA,NA
"346969062","Falconwing Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347272883","Chandler Creek Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347272908","Trace Creek Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347272909","Forestgate Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347272920","Deer Rush Pond Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347272925","Rush Haven Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391998339","Diane Winborn Community SPARK Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400057399","Zube Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422667257","Agnes Moffitt Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439162333","Fritsche Cemetery","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461328812","Rolling Fork Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,"http://www.rollingforkhoa.com/",NA,NA
"461380966","Crown Oaks Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461449902","Rob Fleming Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462516872","Forest Heights Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462525481","Easton Commons Nature Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,"https://www.hcmud179.com/nature_park.html",NA,NA
"462603429","Southcreek Village Park Copperfield","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462604842","South Creek Village Park #3","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462607642","Copper Lakes Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462695260","Middle Gate Village Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462695393","South Creek Village Park #2","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468466133","Rain Print Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468466551","Lehigh Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468477635","Acacia Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468478563","Larkwood Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468479096","Alden Bridge Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468480063","Spring Hill Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468481811","Lakeside Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468786908","Alabonson Park","leisure","park","community","North Houston Rosslyn Road","9650","Houston","77088","TX",NA,NA,NA,NA,NA
"469222375","Terramont Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469254743","Carol Fox Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469255044","Clark W. Henry Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469307336","Woodland Trails Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469577404","Carriage Creek Field","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469617857","Mallard Crossing Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470382141","Fairfield Central Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471288086","Longwood Trace Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471558352","Longwood Bend Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472639764","Crosslyn Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472759682","Lakewood Oaks Estates Park and Pool","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473886103","Rolling Fork Castle Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474852938","Woodwind Lakes Park 2","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474852939","Woodwind Lakes Park 1","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476399498","Heatherwood Village Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476659580","Lakewood Glen Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479565650","Tomball Depot Plaza","leisure","park","community","South Elm Street","201","Tomball","77375","TX",NA,NA,NA,NA,NA
"479573164","Three Lakes Village Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480536179","Bridgeland Tree House Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480899895","Katy City Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481485516","Tim Nelson Memorial Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487335790","Silvermill Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487341032","Mayde Creek M.U.D Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490214942","Hedge Maze Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490215818","Festival Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490215821","Oak Meadow Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494975583","West Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,"https://www.northamptonmud.com/parks-trails-and-playgrounds/",NA,NA
"495570845","Woodwind Lakes Park 3","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502802001","Hurst Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,"05:00-22:00 ""Signage does not mention park is closed on any holidays."""
"527373693","Hazelcrest Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,"https://www.thewoodlandstownship-tx.gov/Facilities/Facility/Details/Hazelcrest-Park-17",NA,NA
"530039742","Westwillow Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530039743","Wheatland Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542415672","Sommerall Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543181021","Copper Village Recreation Center","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543817964","Central Bridge Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543817965","Westbranch Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543817966","Terrace Brook Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544601719","VFW Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544601722","Thomas Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544840393","Deerfield Village Greenbelt","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544840395","Deerfield Village Greenbelt","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544913963","Copperfield Northmead Village","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545096783","Deerfield Village Greenbelt","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547158890","Spring Terrace Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549654791","Cochran's Green Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559897809","Hidden Lake Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559897858","Wedgewood Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560541179","Ridgewood Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560580415","Tallowberry Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560583800","Kickerillo-Mischer Preserve","leisure","park","community","Chasewood Park Drive","20215","Houston","77070","TX","+1-281-353-8100",NA,"https://www.hcp4.net/Community/Parks/KickerilloMischer",NA,NA
"565638792","Cullen Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569754474","Northcrest Park & Trails","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,"https://www.northamptonmud.com/parks-trails-and-playgrounds/",NA,NA
"572709520","SpringSpirit Sports and Education Complex","leisure","park","community","Pitner Road","8526","Houston","77080","TX",NA,NA,"https://www.springspirit.org/",NA,NA
"581594886","Cypress Lake Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581594900","Pleasant Hill Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581616592","Alden Place Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581628357","Alden Trace Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581695115","Cottage Green Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583013724","Coles Commons","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583013740","Coles Pond Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583334200","Equador Green Space","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583583095","Inwood Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583583102","Shady Meadows Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584703005","Lakeland Village Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584706994","Lakeland Activity Center","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584706995","Spring Creek Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584731459","Shorelands Green","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584765036","Coles Arbor Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584765038","Coles Corner Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584765040","Coles Swim Center","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584765041","Coles Mill Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584765045","Coles Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585454602","Cranebrook Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585457964","Craftwood Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585463765","May Valley Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586356807","Recreation Center","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586359138","Recreation Center","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588757503","Spring Valley Village City Park","leisure","park","community","Campbell Road","1025","Houston","77055","TX",NA,NA,NA,NA,NA
"589049414","Richard & Meg Weekley Park","leisure","park","community","Greenhouse Road","8440","Cypress",NA,"TX","+1-281-353-8100",NA,NA,NA,"07:00-sunset"
"592161756","Lakewood Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,"06:00-20:00"
"592181866","Richard D. Taylor Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592851039","Cameron Reach Recreation Area","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594351875","Serene Shore Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595209000","Country Club Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595209005","Delozier Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595209026","Welwyn Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598097257","Riata Ranch Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598947034","Hastings Green Recreation Area","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603904020","Dinner Creek Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604742136","Inway Park & Trails","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604742138","Inway Recreation Complex","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604742141","Northampton Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,"https://www.northamptonmud.com/parks-trails-and-playgrounds/",NA,NA
"605336620","Spring Creek Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606747510","Wendtwoods Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614567638","Wilde Creek Park","leisure","park","community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
